observ;barrio;calle;altura;institu1;institu3;distanci;edpub;estserv;banco;totrob;mes
296;Belgrano;Amenabar;a1900;0;0;3;0;0;0;2;8
249;Belgrano;Vidal;a1700;0;0;3;0;0;0;0;8
329;Belgrano;Elcano;a2800;0;0;5;0;0;0;0;8
234;Belgrano;Cramer;a1650-1700;0;0;4;0;0;0;0;8
101;Belgrano;Echeverria;a2700;0;1;1;0;0;0;1;8
294;Belgrano;Amenabar;a1700;0;0;5;0;0;0;0;8
99;Belgrano;Echeverria;a2500;0;0;3;0;0;0;1;8
125;Belgrano;La Pampa;a2600;0;0;4;0;0;0;0;8
251;Belgrano;Vidal;a1900;0;1;1;0;0;0;1;8
339;Belgrano;Cabildo;a1700;0;0;7;0;0;1;0;8
338;Belgrano;Cabildo;a1600;0;0;6;0;0;0;0;8
425;Belgrano;Zavalia;a2100;0;0;3;0;0;0;1;8
81;Belgrano;Juramento;a1900;0;0;4;1;0;0;0;8
370;Belgrano;Cuba;a2100;0;0;3;0;0;0;0;8
93;Belgrano;Echeverria;a1900;0;0;5;0;0;0;1;8
353;Belgrano;Vuelta de Obligad;a1900;0;0;6;0;0;0;0;8
355;Belgrano;Vuelta de Obligad;a2100;0;0;4;0;0;0;0;8
82;Belgrano;Juramento;a2000;0;0;3;0;0;1;0;8
96;Belgrano;Echeverria;a2200;0;0;5;0;0;0;0;8
386;Belgrano;Arcos;a2100;0;0;2;0;0;0;0;8
424;Belgrano;Zavalia;a2000;0;0;4;0;0;0;0;8
368;Belgrano;Cuba;a1900;0;0;5;0;0;0;0;8
354;Belgrano;Vuelta de Obligad;a2000;0;0;5;0;0;0;0;8
369;Belgrano;Cuba;a2000;0;0;4;0;0;0;0;8
85;Belgrano;Juramento;a2300;0;0;5;0;0;0;0;8
94;Belgrano;Echeverria;a2000;0;0;4;0;0;0;1;8
83;Belgrano;Juramento;a2100;0;0;3;0;0;0;0;8
84;Belgrano;Juramento;a2200;0;0;4;0;0;0;0;8
384;Belgrano;Arcos;a1900;0;0;4;0;0;0;0;8
385;Belgrano;Arcos;a2000;0;0;3;0;0;0;0;8
401;Belgrano;OðHiggins;a2000;0;0;4;0;0;0;1;8
97;Belgrano;Echeverria;a2300;0;0;5;0;0;1;0;8
400;Belgrano;OðHiggins;a1900;0;0;5;0;0;0;1;8
402;Belgrano;OðHiggins;a2100;0;0;3;0;0;0;0;8
95;Belgrano;Echeverria;a2100;0;0;4;0;0;0;0;8
420;Belgrano;3 de Febrero;a2200;0;0;3;0;0;0;0;8
107;Belgrano;Mcal. A. J. de Su;a2100;0;0;5;0;0;0;0;8
108;Belgrano;Mcal. A. J. de Su;a2200;0;0;6;0;0;0;0;8
105;Belgrano;Mcal. A. J. de Su;a1900;0;0;4;0;0;0;0;8
106;Belgrano;Mcal. A. J. de Su;a2000;0;0;5;0;0;0;0;8
109;Belgrano;Mcal. A. J. de Su;a2300;0;0;6;0;0;1;0;8
418;Belgrano;3 de Febrero;a2000;0;0;5;0;0;0;0;8
417;Belgrano;3 de Febrero;a1900;0;0;4;0;0;0;0;8
419;Belgrano;3 de Febrero;a2100;0;0;4;0;0;0;1;8
367;Belgrano;Cuba;a1800;0;0;6;0;0;0;0;8
399;Belgrano;OðHiggins;a1800;0;0;4;0;0;0;1;8
382;Belgrano;Arcos;a1700;0;0;4;0;0;0;0;8
120;Belgrano;La Pampa;a2100;0;0;5;0;0;1;0;8
398;Belgrano;OðHiggins;a1700;0;0;3;0;0;0;0;8
131;Belgrano;Jose Hernandez;a1900;0;0;2;0;0;0;0;8
132;Belgrano;Jose Hernandez;a2000;0;0;3;0;0;0;0;8
134;Belgrano;Jose Hernandez;a2200;0;0;5;0;0;0;0;8
352;Belgrano;Vuelta de Obligad;a1800;0;0;7;0;0;0;0;8
351;Belgrano;Vuelta de Obligad;a1700;0;0;6;0;0;0;0;8
383;Belgrano;Arcos;a1800;0;0;5;0;0;0;0;8
121;Belgrano;La Pampa;a2200;0;0;6;0;0;0;0;8
118;Belgrano;La Pampa;a1900;0;0;3;0;0;0;0;8
133;Belgrano;Jose Hernandez;a2100;0;0;4;0;0;0;0;8
366;Belgrano;Cuba;a1700;0;0;5;0;0;0;0;8
381;Belgrano;Arcos;a1600;0;0;4;1;0;0;0;8
397;Belgrano;OðHiggins;a1600;0;0;3;0;0;0;0;8
122;Belgrano;La Pampa;a2300;0;0;7;0;0;0;0;8
119;Belgrano;La Pampa;a2000;0;0;4;0;0;0;0;8
135;Belgrano;Jose Hernandez;a2300;0;0;6;0;0;0;0;8
415;Belgrano;3 de Febrero;a1700;0;0;2;0;0;0;0;8
414;Belgrano;3 de Febrero;a1600;0;0;2;0;0;0;0;8
416;Belgrano;3 de Febrero;a1800;0;0;3;0;0;0;0;8
116;Belgrano;La Pampa;a1700;0;0;2;0;0;0;0;8
454;Belgrano;Luis Maria Campos;a1600;0;0;2;0;0;0;0;8
434;Belgrano;11 de Septiembre;a1900;0;0;3;0;0;0;0;8
447;Belgrano;Arribenos;a1700;0;1;1;0;0;0;0;8
442;Belgrano;Virrey Vertiz;a2000;0;0;5;0;0;0;0;8
439;Belgrano;Virrey Vertiz;a1700;0;0;2;0;0;0;0;8
431;Belgrano;11 de Septiembre;a1600;1;1;0;0;0;0;0;8
440;Belgrano;Virrey Vertiz;a1800;0;0;3;0;0;0;0;8
104;Belgrano;Mcal. A. J. de Su;a1800;0;0;3;0;0;0;0;8
115;Belgrano;La Pampa;a1600;0;0;2;0;0;0;0;8
129;Belgrano;Jose Hernandez;a1700;1;1;0;0;0;0;0;8
130;Belgrano;Jose Hernandez;a1800;0;1;1;0;0;0;0;8
446;Belgrano;Arribenos;a1600;0;1;1;0;0;0;0;8
92;Belgrano;Echeverria;a1800;0;0;4;0;0;0;0;8
463;Belgrano;Libertador;a5400;0;0;4;0;0;0;0;8
441;Belgrano;Virrey Vertiz;a1900;0;0;4;0;0;0;0;8
103;Belgrano;Mcal. A. J. de Su;a1600;0;0;4;0;0;0;0;8
91;Belgrano;Echeverria;a1700;0;0;5;0;0;0;0;8
438;Belgrano;Virrey Vertiz;a1600;0;0;2;0;0;0;0;8
128;Belgrano;Jose Hernandez;a1500/1600;0;1;1;0;0;0;0;8
432;Belgrano;11 de Septiembre;a1700;0;1;1;0;0;0;1;8
117;Belgrano;La Pampa;a1800;0;0;2;0;0;0;0;8
433;Belgrano;11 de Septiembre;a1800;0;0;2;0;0;0;0;8
150;Belgrano;Virrey del Pino;a2600;0;0;6;0;0;0;0;8
148;Belgrano;Virrey del Pino;a2400;0;0;6;1;0;0;0;8
149;Belgrano;Virrey del Pino;a2500;0;0;7;0;0;0;0;8
152;Belgrano;Virrey del Pino;a2800;0;0;5;0;0;0;0;8
151;Belgrano;Virrey del Pino;a2700;0;0;5;0;0;0;0;8
144;Belgrano;Virrey del Pino;a2000;0;0;2;0;0;0;0;8
145;Belgrano;Virrey del Pino;a2100;0;0;3;0;0;0;0;8
147;Belgrano;Virrey del Pino;a2300;0;0;5;0;0;0;0;8
146;Belgrano;Virrey del Pino;a2200;0;0;4;0;0;0;1;8
143;Belgrano;Virrey del Pino;a1900;0;1;1;0;0;0;0;8
142;Belgrano;Virrey del Pino;a1800;0;1;1;1;0;0;0;8
141;Belgrano;Virrey del Pino;a1700;0;0;2;0;0;0;0;8
140;Belgrano;Virrey del Pino;a1600;0;0;3;0;0;0;0;8
871;Once;Cordoba;a2400;0;1;1;0;0;0;0;9
864;Once;San Luis;a2400;0;1;1;0;0;0;0;9
787;Once;Azcuenaga;a400;0;1;1;0;0;1;0;9
788;Once;Azcuenaga;a500;0;1;1;0;0;1;0;9
851;Once;Tucuman;a2400;0;0;2;0;0;0;0;9
844;Once;Lavalle;a2400;1;1;0;0;0;0;0;9
797;Once;Pasteur;a600;1;1;0;0;0;0;0;9
790;Once;Azcuenaga;a700;1;1;0;0;0;0;0;9
789;Once;Azcuenaga;a600;0;1;1;0;0;0;0;9
870;Once;Cordoba;a2300;0;1;1;1;0;0;0;9
798;Once;Pasteur;a700;0;1;1;0;0;0;0;9
796;Once;Pasteur;a500;0;1;1;0;0;0;0;9
843;Once;Lavalle;a2300;1;1;0;0;0;1;0;9
857;Once;Viamonte;a2300;1;1;0;0;0;0;0;9
850;Once;Tucuman;a2300;0;1;1;0;0;0;0;9
795;Once;Pasteur;a400;0;1;1;0;0;0;0;9
858;Once;Viamonte;a2400;0;1;1;0;0;1;0;9
836;Once;Corrientes;a2400;0;0;2;0;0;1;0;9
792;Once;Pasteur;a100;0;0;2;0;0;0;0;9
786;Once;Azcuenaga;a300;0;0;2;0;0;1;1;9
814;Once;Tte. Gral. Peron;a2300;0;1;1;0;0;0;0;9
783;Once;Azcuenaga;a0-100;0;0;2;0;0;0;0;9
784;Once;Azcuenaga;a100;0;1;1;0;0;0;0;9
835;Once;Corrientes;a2300;0;0;2;0;0;1;0;9
822;Once;Sarmiento;a2300;0;1;1;0;0;0;0;9
791;Once;Pasteur;a0-100;0;0;3;0;0;0;0;9
793;Once;Pasteur;a200;0;1;1;0;0;0;0;9
807;Once;Bartolome Mitre;a2300;0;0;2;0;0;0;1;9
815;Once;Tte. Gral. Peron;a2400;1;1;0;0;0;0;0;9
785;Once;Azcuenaga;a200;0;1;1;0;0;0;0;9
794;Once;Pasteur;a300;0;1;1;0;0;0;0;9
823;Once;Sarmiento;a2400;0;0;2;0;0;0;0;9
800;Once;Rivadavia;a2400;0;0;3;1;0;1;0;9
808;Once;Bartolome Mitre;a2400;0;0;2;0;0;0;0;9
799;Once;Rivadavia;a2300;0;0;3;0;0;0;0;9
782;Once;Larrea;a750-800;0;0;2;0;0;0;0;9
781;Once;Larrea;a700-750;0;0;2;0;0;0;0;9
780;Once;Larrea;a600;0;0;2;0;0;0;0;9
779;Once;Larrea;a500;0;1;1;0;0;0;0;9
778;Once;Larrea;a400;0;1;1;0;0;1;0;9
776;Once;Larrea;a200;0;1;1;0;0;0;0;9
775;Once;Larrea;a100;0;1;1;0;0;0;0;9
774;Once;Larrea;a0-100;0;0;2;0;0;1;0;9
777;Once;Larrea;a300;0;0;2;0;0;0;0;9
700;V. Crespo;Aguirre;a200;0;0;2;0;0;0;0;9
541;V. Crespo;Lavalleja;a500;0;0;3;0;0;0;1;9
701;V. Crespo;Aguirre;a300;0;0;2;0;0;0;0;9
687;V. Crespo;Velasco;a0-100;0;0;4;0;0;0;0;9
689;V. Crespo;Velasco;a200;0;0;3;0;0;0;0;9
699;V. Crespo;Aguirre;a100;0;0;3;0;0;0;0;9
546;V. Crespo;Frias;a400;0;0;4;0;0;0;0;9
540;V. Crespo;Lavalleja;a400;0;0;3;0;0;0;0;9
688;V. Crespo;Velasco;a100;0;0;4;0;0;0;0;9
698;V. Crespo;Aguirre;a0-100;0;0;4;0;0;0;0;9
534;V. Crespo;Julian Alvarez;a400;0;0;3;0;0;0;0;9
535;V. Crespo;Julian Alvarez;a500;0;0;2;0;0;0;0;9
679;V. Crespo;Vera;a300;0;0;3;0;0;0;0;9
749;Once;Boulogne Sur Mer;a900;1;1;0;0;0;0;0;9
773;Once;Paso;a750-800;1;1;0;0;0;0;0;9
748;Once;Boulogne Sur Mer;a800;0;1;1;0;0;0;0;9
741;Once;Ecuador;a900;1;1;0;0;1;0;0;9
859;Once;Viamonte;a2500;0;0;2;0;0;0;0;9
875;Once;Cordoba;a2650-2700;0;1;1;0;0;0;0;9
860;Once;Viamonte;a2600;0;0;2;0;0;0;0;9
757;Once;Pueyrredon;a700;0;1;1;0;0;0;0;9
772;Once;Paso;a700-750;0;1;1;0;0;0;0;9
868;Once;San Luis;a2800;0;1;1;0;0;0;0;9
732;Once;Jean Jaures;a900;0;0;2;0;0;0;0;9
873;Once;Cordoba;a2550-2600;0;1;1;0;0;1;0;9
740;Once;Ecuador;a800;0;1;1;0;0;0;0;9
869;Once;San Luis;a2900;0;1;1;0;0;0;0;9
758;Once;Pueyrredon;a800;0;0;2;1;0;0;0;9
771;Once;Paso;a600;0;0;2;0;0;1;0;9
874;Once;Cordoba;a2600-2650;0;1;1;0;0;0;0;9
865;Once;San Luis;a2500;0;1;1;0;0;0;0;9
872;Once;Cordoba;a2500-2550;0;1;1;0;0;0;0;9
876;Once;Cordoba;a2700;0;1;1;0;0;0;0;9
731;Once;Jean Jaures;a800;0;1;1;0;1;0;0;9
867;Once;San Luis;a2700;0;1;1;0;0;0;0;9
862;Once;Viamonte;a2800;0;0;2;0;0;0;0;9
866;Once;San Luis;a2600;0;1;1;0;0;0;0;9
739;Once;Ecuador;a700;0;1;1;0;0;0;0;9
861;Once;Viamonte;a2700;0;0;2;0;0;0;0;9
759;Once;Pueyrredon;a900;0;0;2;0;0;0;0;9
863;Once;Viamonte;a2900;0;1;1;0;0;0;0;9
747;Once;Boulogne Sur Mer;a700;0;1;1;0;0;0;0;9
745;Once;Boulogne Sur Mer;a500;0;1;1;0;0;0;0;9
849;Once;Lavalle;a2900;0;1;1;0;0;0;0;9
737;Once;Ecuador;a500;1;1;0;0;0;0;0;9
770;Once;Paso;a500;0;1;1;0;0;0;0;9
755;Once;Pueyrredon;a500;0;1;1;1;0;1;0;9
729;Once;Jean Jaures;a600;0;1;1;0;0;0;0;9
738;Once;Ecuador;a600;1;1;0;0;0;0;0;9
756;Once;Pueyrredon;a600;1;1;0;0;0;1;0;9
848;Once;Lavalle;a2800;0;1;1;0;0;0;0;9
730;Once;Jean Jaures;a700;1;1;0;0;0;0;0;9
746;Once;Boulogne Sur Mer;a600;1;1;0;0;0;0;0;9
846;Once;Lavalle;a2600;0;1;1;1;0;0;0;9
845;Once;Lavalle;a2500;0;1;1;0;0;0;0;9
728;Once;Jean Jaures;a500;0;0;2;0;0;0;0;9
769;Once;Paso;a400;1;1;0;0;0;0;0;9
847;Once;Lavalle;a2700;0;1;1;0;0;0;0;9
854;Once;Tucuman;a2700;0;1;1;0;0;0;0;9
856;Once;Tucuman;a2900;0;1;1;0;0;0;0;9
853;Once;Tucuman;a2600;0;1;1;0;0;0;0;9
852;Once;Tucuman;a2500;0;0;2;0;0;0;0;9
855;Once;Tucuman;a2800;0;1;1;0;0;0;0;9
548;V. Crespo;Angel Gallardo;a50-100;0;0;4;0;0;0;0;9
665;V. Crespo;Corrientes;a4800;0;0;3;0;0;0;0;9
549;V. Crespo;Angel Gallardo;a100;0;0;3;0;0;0;0;9
550;V. Crespo;Angel Gallardo;a200;0;0;3;0;0;0;0;9
666;V. Crespo;Corrientes;a4900;0;0;3;0;0;0;0;9
664;V. Crespo;Corrientes;a4700;0;0;4;0;0;0;0;9
538;V. Crespo;Lavalleja;a200;0;1;1;0;0;0;1;9
667;V. Crespo;Corrientes;a5000;0;0;3;0;0;1;0;9
547;V. Crespo;Angel Gallardo;a0-50;0;0;5;0;0;1;0;9
544;V. Crespo;Frias;a200;0;0;2;0;0;0;2;9
676;V. Crespo;Vera;a0-100;0;0;3;0;0;0;0;9
678;V. Crespo;Vera;a200;0;0;2;0;0;0;0;9
545;V. Crespo;Frias;a300;0;0;3;0;0;0;0;9
533;V. Crespo;Julian Alvarez;a300;0;0;2;0;0;0;0;9
677;V. Crespo;Vera;a100;0;0;2;0;0;0;0;9
709;V. Crespo;Luis Maria Drago;a0-100;0;0;2;0;0;0;0;9
690;V. Crespo;Velasco;a300;0;0;3;0;0;0;0;9
539;V. Crespo;Lavalleja;a300;0;0;2;0;0;0;0;9
710;V. Crespo;Luis Maria Drago;a100;0;1;1;0;0;0;0;9
828;Once;Sarmiento;a2900;0;0;2;0;0;0;0;9
827;Once;Sarmiento;a2800;0;0;2;0;0;0;0;9
736;Once;Ecuador;a400;0;1;1;0;0;0;1;9
806;Once;Rivadavia;a3000;0;0;4;0;1;0;0;9
735;Once;Ecuador;a300;0;1;1;0;0;1;1;9
733;Once;Ecuador;a0-100;0;0;4;0;0;0;0;9
727;Once;Jean Jaures;a400;0;0;2;1;1;0;0;9
833;Once;Valentin Gomez;a2900;1;1;0;0;0;0;0;9
724;Once;Jean Jaures;a0-100;0;0;3;0;0;0;0;9
819;Once;Tte. Gral. Peron;a2800;0;1;1;0;0;0;0;9
804;Once;Rivadavia;a2800;0;0;4;0;0;1;0;9
726;Once;Jean Jaures;a300;0;0;2;0;0;0;0;9
832;Once;Valentin Gomez;a2800;0;1;1;0;0;1;0;9
829;Once;Sarmiento;a3000;0;0;2;0;0;0;0;9
725;Once;Jean Jaures;a200;0;0;2;0;0;0;0;9
812;Once;Bartolome Mitre;a2800/2900;0;0;3;0;0;0;0;9
821;Once;Tte. Gral. Peron;a3000;0;1;1;0;0;0;0;9
834;Once;Valentin Gomez;a3000;0;1;1;0;0;1;0;9
820;Once;Tte. Gral. Peron;a2900;1;1;0;1;0;0;0;9
805;Once;Rivadavia;a2900;0;0;5;0;0;0;0;9
743;Once;Boulogne Sur Mer;a300;0;1;1;0;0;0;1;9
742;Once;Boulogne Sur Mer;a200;0;1;1;0;0;0;0;9
744;Once;Boulogne Sur Mer;a400;0;1;1;0;0;0;0;9
734;Once;Ecuador;a200;0;1;1;0;0;0;0;9
813;Once;Bartolome Mitre;a3000;0;0;3;0;0;0;0;9
840;Once;Corrientes;a2800;0;0;2;0;0;0;0;9
842;Once;Corrientes;a3000;0;1;1;0;0;0;0;9
841;Once;Corrientes;a2900;0;1;1;0;0;0;0;9
818;Once;Tte. Gral. Peron;a2700;0;0;2;0;0;0;0;9
831;Once;Valentin Gomez;a2700;0;0;2;0;0;0;0;9
766;Once;Paso;a100;0;0;2;0;0;0;0;9
763;Once;Castelli;a300;0;0;3;0;0;0;0;9
765;Once;Paso;a0-100;0;0;3;0;0;0;0;9
811;Once;Bartolome Mitre;a2700;0;0;3;0;0;0;0;9
830;Once;Valentin Gomez;a2600;0;0;2;0;0;0;0;9
826;Once;Sarmiento;a2700;0;0;3;0;0;0;0;9
810;Once;Bartolome Mitre;a2600;0;0;3;0;0;0;0;9
817;Once;Tte. Gral. Peron;a2600;0;0;2;0;0;0;0;9
824;Once;Sarmiento;a2500;0;0;2;0;0;1;0;9
761;Once;Castelli;a100;0;0;3;0;0;0;0;9
816;Once;Tte. Gral. Peron;a2500;0;1;1;0;0;0;0;9
768;Once;Paso;a300;0;1;1;0;0;0;0;9
767;Once;Paso;a200;0;0;2;0;0;0;0;9
762;Once;Castelli;a200;0;0;3;0;0;0;0;9
802;Once;Rivadavia;a2600;0;0;4;0;0;1;0;9
760;Once;Castelli;a0-100;0;0;4;0;0;0;0;9
803;Once;Rivadavia;a2700;0;0;4;0;0;0;0;9
825;Once;Sarmiento;a2600;0;0;3;0;0;1;0;9
764;Once;Castelli;a400;0;0;2;0;0;0;0;9
801;Once;Rivadavia;a2500;0;0;3;0;0;1;0;9
809;Once;Bartolome Mitre;a2500;0;0;2;0;0;0;0;9
838;Once;Corrientes;a2600;0;1;1;0;0;1;0;9
837;Once;Corrientes;a2500;0;1;1;1;0;1;0;9
839;Once;Corrientes;a2700;0;0;2;0;0;0;0;9
753;Once;Pueyrredon;a300;0;0;2;0;0;1;0;9
750;Once;Pueyrredon;a0-100;0;0;3;0;0;0;0;9
752;Once;Pueyrredon;a200;0;0;2;0;0;1;0;9
754;Once;Pueyrredon;a400;0;0;2;0;0;0;0;9
751;Once;Pueyrredon;a100;0;0;2;0;0;0;0;9
522;V. Crespo;Araoz;a300;0;0;3;0;0;0;0;9
524;V. Crespo;Araoz;a500;0;0;3;0;0;0;0;9
523;V. Crespo;Araoz;a400;0;0;4;0;0;0;0;9
596;V. Crespo;Honorio Pueyrredo;a1800;0;0;6;0;0;1;0;9
474;V. Crespo;J. B. Justo;a3200;0;0;4;0;0;0;0;9
597;V. Crespo;Valentin Virasoro;a1100;0;0;4;0;0;0;0;9
588;V. Crespo;R. E. de San Mart;a400;0;0;4;0;0;0;0;9
566;V. Crespo;Antezana;a400;0;0;3;0;0;0;0;9
576;V. Crespo;Luis Viale;a400;0;0;5;0;0;0;0;9
558;V. Crespo;Angel Gallardo;a1000;0;0;5;0;0;0;0;9
591;V. Crespo;Honorio Pueyrredo;a1300;0;0;5;0;0;0;0;9
595;V. Crespo;Honorio Pueyrredo;a1700;0;0;5;0;0;0;0;9
583;V. Crespo;Tres Arroyos;a400;0;0;4;0;0;0;0;9
561;V. Crespo;Ferrari;a400;0;0;3;0;0;0;0;9
580;V. Crespo;Galicia;a400;0;0;5;0;0;0;0;9
586;V. Crespo;Belaustegui;a400;0;0;4;0;0;0;0;9
589;V. Crespo;Honorio Pueyrredo;a1100;0;0;4;0;0;0;0;9
590;V. Crespo;Honorio Pueyrredo;a1200;0;0;4;0;0;0;0;9
571;V. Crespo;Apolinario Figuer;a400;0;0;4;0;0;0;0;9
593;V. Crespo;Honorio Pueyrredo;a1500;0;0;5;0;0;0;0;9
592;V. Crespo;Honorio Pueyrredo;a1400;0;0;6;0;0;0;0;9
594;V. Crespo;Honorio Pueyrredo;a1600;0;0;5;0;0;0;0;9
605;V. Crespo;Valentin Virasoro;a1900;0;0;4;0;0;0;0;9
603;V. Crespo;Valentin Virasoro;a1700;0;0;4;0;0;0;0;9
604;V. Crespo;Valentin Virasoro;a1800;0;0;4;0;0;0;0;9
602;V. Crespo;Valentin Virasoro;a1600;0;0;4;0;0;0;0;9
600;V. Crespo;Valentin Virasoro;a1400;0;0;4;0;0;0;0;9
599;V. Crespo;Valentin Virasoro;a1300;0;0;3;0;1;0;0;9
601;V. Crespo;Valentin Virasoro;a1500;0;0;5;0;0;0;0;9
598;V. Crespo;Valentin Virasoro;a1200;0;0;3;0;0;0;0;9
491;V. Crespo;Gurruchaga;a0-100;0;0;2;0;0;0;0;9
470;V. Crespo;J. B. Justo;a2800;0;0;2;0;0;0;0;9
585;V. Crespo;Belaustegui;a300;0;0;3;0;0;0;0;9
662;V. Crespo;Camargo;a900;0;1;1;0;0;0;0;9
527;V. Crespo;Mahatma Gandhi;a300;0;0;2;0;0;0;0;9
642;V. Crespo;Murillo;a900;0;0;2;0;0;0;0;9
581;V. Crespo;Tres Arroyos;a100-300;0;0;2;0;0;0;0;9
619;V. Crespo;Hidalgo;a1600;0;0;3;0;0;0;0;9
660;V. Crespo;Camargo;a700;0;1;1;0;0;0;0;9
582;V. Crespo;Tres Arroyos;a300;0;0;3;0;0;0;0;9
486;V. Crespo;Serrano;a300;1;1;0;0;0;0;0;9
468;V. Crespo;J. B. Justo;a2600;0;0;3;0;0;0;0;9
640;V. Crespo;Murillo;a700;0;1;1;0;0;0;0;9
633;V. Crespo;Martinez Rosas;a1000;0;0;2;0;0;0;0;9
484;V. Crespo;Serrano;a100;0;1;1;0;0;0;0;9
643;V. Crespo;Murillo;a1000;0;0;2;0;0;0;0;9
652;V. Crespo;Padilla;a1000;0;1;1;0;1;0;0;9
477;V. Crespo;Thames;a200;0;1;1;0;0;0;0;9
650;V. Crespo;Padilla;a800;0;1;1;0;0;0;0;9
632;V. Crespo;Martinez Rosas;a900;0;1;1;0;0;0;0;9
530;V. Crespo;Mahatma Gandhi;a600;0;0;3;0;0;0;0;9
649;V. Crespo;Padilla;a700;0;1;1;0;0;0;0;9
471;V. Crespo;J. B. Justo;a2900;0;0;3;0;0;0;0;9
651;V. Crespo;Padilla;a900;1;1;0;0;0;0;0;9
634;V. Crespo;Munecas;a700;0;0;2;0;0;0;0;9
526;V. Crespo;Mahatma Gandhi;a200;0;0;3;0;0;0;0;9
661;V. Crespo;Camargo;a800;1;1;0;0;0;0;0;9
723;V. Crespo;Warnes;a900;0;0;2;0;0;1;0;9
483;V. Crespo;Serrano;a0-100;1;1;0;0;0;0;0;9
475;V. Crespo;Thames;a0-100;0;0;2;0;0;0;0;9
529;V. Crespo;Mahatma Gandhi;a500;0;0;2;0;0;0;0;9
627;V. Crespo;Acoyte;a1600;0;0;2;0;0;0;0;9
584;V. Crespo;Belaustegui;a200;0;0;2;0;0;0;0;9
478;V. Crespo;Thames;a300;0;1;1;0;0;0;0;9
635;V. Crespo;Munecas;a800;0;1;1;0;0;0;0;9
636;V. Crespo;Munecas;a900;0;1;1;0;0;0;0;9
721;V. Crespo;Warnes;a700;0;1;1;0;0;0;0;9
720;V. Crespo;Warnes;a600;0;0;2;0;0;0;0;9
637;V. Crespo;Munecas;a1000;0;0;2;0;1;0;0;9
485;V. Crespo;Serrano;a200;0;1;1;0;0;0;0;9
476;V. Crespo;Thames;a100;0;0;2;0;0;0;0;9
494;V. Crespo;Gurruchaga;a300;1;1;0;0;0;0;0;9
473;V. Crespo;J. B. Justo;a3100;0;0;3;0;0;0;0;9
493;V. Crespo;Gurruchaga;a200;0;1;1;0;0;0;0;9
479;V. Crespo;Thames;a400;0;0;2;0;1;0;0;9
528;V. Crespo;Mahatma Gandhi;a400;0;0;2;0;0;0;0;9
641;V. Crespo;Murillo;a800;0;0;2;0;0;0;0;9
611;V. Crespo;Olaya;a1600;0;0;3;0;0;0;0;9
469;V. Crespo;J. B. Justo;a2700;0;0;2;0;0;0;0;9
472;V. Crespo;J. B. Justo;a3000;0;0;3;0;0;0;0;9
492;V. Crespo;Gurruchaga;a100;0;0;2;0;0;0;0;9
487;V. Crespo;Serrano;a400;0;1;1;0;0;0;0;9
587;V. Crespo;R. E. de San Mart;a300;0;0;3;0;0;0;0;9
495;V. Crespo;Gurruchaga;a400;0;1;1;0;0;0;0;9
613;V. Crespo;Olaya;a1800;0;0;3;0;0;0;0;9
663;V. Crespo;Camargo;a1000;0;0;2;0;1;0;0;9
722;V. Crespo;Warnes;a800;0;1;1;0;0;0;0;9
620;V. Crespo;Hidalgo;a1700;0;0;2;0;0;0;0;9
612;V. Crespo;Olaya;a1700;0;0;3;0;0;0;0;9
501;V. Crespo;Acevedo;a200;1;1;0;0;0;0;0;9
578;V. Crespo;Galicia;a200;0;0;3;0;0;0;0;9
577;V. Crespo;Galicia;a100;0;0;2;0;0;0;0;9
579;V. Crespo;Galicia;a300;0;0;4;0;0;0;0;9
502;V. Crespo;Acevedo;a300;0;1;1;0;0;0;0;9
500;V. Crespo;Acevedo;a100;0;1;1;0;0;0;0;9
499;V. Crespo;Acevedo;a0-100;0;1;1;0;0;0;0;9
521;V. Crespo;Araoz;a200;0;0;3;0;0;0;0;9
621;V. Crespo;Del Parque;a1200;0;0;2;0;0;0;0;9
718;V. Crespo;Warnes;a400;0;0;2;0;0;0;0;9
717;V. Crespo;Warnes;a300;0;0;2;0;0;0;0;9
513;V. Crespo;R. S. Ortiz;a0-100;0;0;2;0;0;0;0;9
563;V. Crespo;Antezana;a100;1;1;0;0;0;0;0;9
560;V. Crespo;Ferrari;a300;0;0;3;0;0;0;0;9
557;V. Crespo;Angel Gallardo;a900;0;0;4;0;1;0;0;9
625;V. Crespo;Acoyte;a1400;0;1;1;0;0;0;0;9
617;V. Crespo;Hidalgo;a1400;0;1;1;0;0;0;0;9
506;V. Crespo;Malabia;a0-100;0;1;1;0;0;0;0;9
615;V. Crespo;Hidalgo;a1200;0;0;2;0;0;0;0;9
551;V. Crespo;Angel Gallardo;a300;0;0;3;0;0;0;0;9
618;V. Crespo;Hidalgo;a1500;0;0;2;0;0;0;0;9
610;V. Crespo;Olaya;a1500;0;0;4;0;0;0;0;9
648;V. Crespo;Padilla;a600;0;1;1;0;0;0;1;9
606;V. Crespo;Olaya;a1100;0;0;3;0;0;0;0;9
556;V. Crespo;Angel Gallardo;a800;0;0;4;0;0;1;0;9
639;V. Crespo;Murillo;a600;1;1;0;0;0;0;0;9
658;V. Crespo;Camargo;a500;0;1;1;0;0;1;0;9
565;V. Crespo;Antezana;a300;0;0;2;0;0;0;0;9
575;V. Crespo;Luis Viale;a300;0;0;4;0;0;0;0;9
719;V. Crespo;Warnes;a500;0;0;2;0;0;0;0;9
515;V. Crespo;R. S. Ortiz;a200;0;0;2;0;0;1;0;9
